Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Fourd,crossover,4,1998,"80,310 SAR",1999,"52,185 SAR",44793,4230.0mpl,2WD,STANDARD,Makkah,8,1,Red,individual,0
Geep,suv,8,2005,"161,439 SAR",2008,"91,100 SAR",56646,2.95,2WD,premium,Dhahran,10,-2,Blue,individual,0
JournalMotors,sedan,8,2005,"76,875 SAR",2011,"34,689 SAR",61614,2.12,2WD,standard,Makkah,3,4,Blue,individual,0
BeEmW,suv,8,2000,,2008,"26,789 SAR",89922,3.5,2WD,STANDARD,Jeddah,5,3,Red Color,individual,0
Fourd,suv,4,1999,,2005,"45,962 SAR",119363,3.85,2WD,standard,Dhahran,14,3,Color Black,individual,1
Fourd,sedan,4,2002,,2007,"32,207 SAR",119143,8310.0mpl,2WD,STANDARD,Makkah,7,2,Gray Color,individual,0
Honta,sedan,4,2006,"94,096 SAR",2011,"48,319 SAR",178593,26.78,4WD,premium,Dhahran,4,1,Gray,individual,0
Toyoda,crossover,4,2003,,2006,"59,185 SAR",121558,13620.0mpl,4WD,STANDARD,Dhahran,8,-5,Gray,individual,0
Honta,sedan,4,2007,"57,129 SAR",2012,"27,869 SAR",208727,18820.0mpl,2WD,standard,Makkah,12,4,Silver Color,individual,0
Shevy,crossover,4,2002,"104,316 SAR",2002,"74,919 SAR",991,5.87,4WD,standard,Makkah,1,-5,White,individual,1
Wolksvagon,sedan,6,1997,,2000,"64,540 SAR",35521,7.6,4WD,premium,Makkah,13,2,Gray Color,individual,0
Toyoda,sedan,4,2008,"69,926 SAR",2013,"43,467 SAR",54986,15.13,2WD,standard,Makkah,7,2,Red,individual,1
Fourd,suv,4,2003,"110,836 SAR",2006,"62,544 SAR",62112,4150.0mpl,2WD,STANDARD,Madinah,4,1,Gray,individual,0
Toyoda,suv,6,1999,"122,874 SAR",2003,"75,033 SAR",38375,10.31,2WD,PREMIUM,Madinah,5,-2,Black,company,0
Shevy,crossover,4,1994,"74,194 SAR",2002,"22,202 SAR",92633,5.6,2WD,STANDARD,Riyadh,2,-2,Silver,individual,1
JournalMotors,crossover,4,2005,"110,701 SAR",2012,"47,324 SAR",73889,9280.0mpl,4WD,standard,Makkah,11,-3,White,individual,0
Shevy,suv,8,1998,"140,542 SAR",2004,"66,757 SAR",61178,2630.0mpl,2WD,PREMIUM,Dhahran,3,1,Black,individual,0
Fourd,sedan,4,2001,"71,021 SAR",2003,"49,253 SAR",36634,5.49,2WD,standard,Madinah,2,3,Black,individual,0
Toyoda,suv,8,1998,"86,046 SAR",2002,"52,543 SAR",56155,6740.0mpl,2WD,standard,Dammam,10,-3,White,individual,0
Honta,crossover,4,2004,"77,522 SAR",2011,"42,306 SAR",84959,18.01,4WD,STANDARD,Dhahran,4,1,Silver,individual,1
Masda,suv,4,2004,"96,902 SAR",2007,"60,437 SAR",68295,10.03,4WD,standard,Madinah,5,-5,Silver,individual,0
Shevy,suv,4,2000,"125,332 SAR",2008,"32,147 SAR",172800,7.75,4WD,STANDARD,Jeddah,7,2,Silver,individual,0
Toyoda,sedan,4,2004,"64,601 SAR",2010,"33,431 SAR",130472,14.51,2WD,STANDARD,Riyadh,5,-3,Silver Color,individual,0
Fourd,suv,4,1999,"102,395 SAR",2003,"60,262 SAR",95670,3.9,2WD,standard,Jeddah,0,1,Gray,company,1
Huendae,sedan,4,2004,"75,368 SAR",2011,"41,348 SAR",261852,24.25,2WD,premium,Dhahran,2,-2,White Color,individual,0
Fourd,sedan,4,2005,"76,875 SAR",2010,"34,178 SAR",81700,7.31,2WD,standard,Riyadh,9,-5,Black,individual,0
Toyoda,crossover,6,2004,"108,530 SAR",2012,"37,349 SAR",90231,8.19,2WD,premium,Madinah,3,4,White Color,individual,1
Geep,sedan,6,1997,"78,735 SAR",2002,"33,255 SAR",101512,6910.0mpl,4WD,standard,Makkah,4,4,Black,company,0
Nesshan,suv,6,1998,,2004,"59,765 SAR",127797,7130.0mpl,4WD,PREMIUM,Riyadh,8,3,White,company,1
Shevy,crossover,4,1995,"75,678 SAR",2000,"35,328 SAR",49265,5.75,2WD,standard,Madinah,10,-5,Gray,individual,1
Huendae,sedan,4,2004,,2008,"31,365 SAR",129652,16120.000000000002mpl,2WD,STANDARD,Makkah,13,2,Silver Color,individual,0
Toyoda,suv,8,2005,,2009,"68,806 SAR",143060,9.61,4WD,standard,Dammam,6,1,Red Color,individual,0
Mercetes,suv,6,1999,,2003,"82,438 SAR",193586,4.84,4WD,PREMIUM,Makkah,6,-3,Red,individual,0
JournalMotors,sedan,6,1999,"68,263 SAR",2002,"38,520 SAR",52266,8.53,2WD,STANDARD,Madinah,6,1,Black,individual,0
JournalMotors,sedan,4,2002,"72,441 SAR",2009,"29,420 SAR",303998,8420.0mpl,2WD,STANDARD,Makkah,6,-2,Brown,individual,0
Nesshan,sedan,6,2003,"73,890 SAR",2006,"53,228 SAR",67791,18270.0mpl,2WD,premium,Madinah,9,2,Silver,individual,1
JournalMotors,sedan,6,2007,"79,981 SAR",2015,"19,489 SAR",347596,5470.0mpl,2WD,standard,Jeddah,6,1,Black,individual,0
Huendae,crossover,4,2003,,2006,"47,401 SAR",29525,13.42,4WD,standard,Dhahran,10,1,Blue,company,0
Honta,suv,6,2005,"98,840 SAR",2010,"53,966 SAR",105349,12.05,4WD,standard,Dhahran,3,1,Blue,individual,0
Geep,suv,4,1992,,1998,"38,012 SAR",270145,6.41,2WD,standard,Dhahran,6,-3,White,individual,1
Toyoda,sedan,4,2004,,2011,"36,774 SAR",152843,15.54,2WD,standard,Riyadh,9,1,Red Color,company,0
JournalMotors,suv,4,1995,"132,436 SAR",2000,"55,936 SAR",216756,3.07,2WD,PREMIUM,Dammam,9,-2,White,individual,0
JournalMotors,suv,6,2000,,2005,"48,757 SAR",57611,2.46,2WD,STANDARD,Riyadh,6,1,White,company,1
Toyoda,suv,4,1994,"95,392 SAR",1995,"82,933 SAR",23456,10.04,4WD,standard,Dammam,6,-5,Silver,individual,1
Shevy,suv,8,1992,"124,798 SAR",1997,"61,650 SAR",99559,3.56,2WD,premium,Riyadh,1,-2,Silver,company,0
Nesshan,sedan,6,2000,,2005,"32,504 SAR",176327,13.03,2WD,premium,Jeddah,5,1,Black,individual,0
Fourd,suv,4,2004,"158,274 SAR",2010,"61,065 SAR",203164,7.94,2WD,premium,Dhahran,4,4,Color Black,individual,0
Shevy,suv,4,2000,,2003,"78,386 SAR",121910,6970.0mpl,4WD,STANDARD,Dhahran,1,2,White Color,individual,1
Fourd,suv,4,1994,"155,807 SAR",2000,"66,607 SAR",58019,4200.0mpl,4WD,PREMIUM,Makkah,6,-2,Gray,individual,0
Mercetes,crossover,4,2000,,2006,"42,756 SAR",221171,5.37,4WD,standard,Makkah,9,3,Silver,individual,1
Toyoda,sedan,8,2000,"59,681 SAR",2006,"29,340 SAR",227727,12240.0mpl,2WD,standard,Makkah,4,2,Blue,individual,0
Fourd,sedan,6,2004,,2008,"38,019 SAR",76165,3530.0mpl,2WD,standard,Riyadh,5,2,Red,company,0
JournalMotors,crossover,4,2005,"129,151 SAR",2006,"83,922 SAR",33872,6.3,2WD,premium,Dammam,9,1,Blue,company,0
JournalMotors,crossover,4,1999,"81,916 SAR",2001,"48,571 SAR",13010,4.23,2WD,standard,Makkah,6,4,Red,individual,0
Shevy,suv,4,2000,,2004,"58,540 SAR",51250,4.31,2WD,standard,Riyadh,0,1,White,company,0
Honta,suv,4,2002,"130,395 SAR",2008,"68,457 SAR",116996,8820.0mpl,4WD,premium,Dammam,1,3,Color Black,individual,0
Toyoda,suv,4,2007,"172,760 SAR",2011,"105,495 SAR",72687,7.16,4WD,PREMIUM,Riyadh,4,3,White,company,0
Shevy,sedan,6,2005,"92,251 SAR",2009,"46,536 SAR",92621,8100.0mpl,4WD,STANDARD,Jeddah,8,-5,Color Black,company,0
Shevy,sedan,8,2001,"85,225 SAR",2006,"39,785 SAR",62382,5820.0mpl,4WD,standard,Madinah,7,1,Color Black,individual,1
Toyoda,sedan,4,1999,,2000,"82,898 SAR",9051,21.3,2WD,PREMIUM,Dammam,2,3,Black,individual,0
Fourd,crossover,6,2002,"121,702 SAR",2009,"46,824 SAR",363588,3290.0mpl,2WD,PREMIUM,Jeddah,6,2,White,individual,0
Honta,sedan,4,1997,"46,866 SAR",1997,"36,830 SAR",548,21.42,2WD,standard,Dhahran,11,3,Silver,individual,1
JournalMotors,sedan,4,2000,"69,628 SAR",2001,"47,625 SAR",23072,5.75,2WD,STANDARD,Dhahran,6,-5,Silver,individual,0
Toyoda,crossover,4,2006,"80,653 SAR",2010,"54,175 SAR",86995,15.16,2WD,standard,Madinah,6,2,Color Black,individual,0
Nesshan,sedan,8,2008,"58,272 SAR",2010,"40,198 SAR",37011,9800.0mpl,2WD,STANDARD,Jeddah,4,1,Black,individual,0
Fourd,sedan,6,1990,,1995,"28,146 SAR",243366,8.61,2WD,STANDARD,Makkah,3,1,White Color,individual,1
Shevy,sedan,4,2008,"97,897 SAR",2016,"27,900 SAR",158088,6580.0mpl,4WD,standard,Riyadh,3,-2,Gray,company,0
BeEmW,sedan,8,2005,"107,626 SAR",2009,"57,308 SAR",154691,5.62,2WD,PREMIUM,Makkah,2,3,Black,individual,0
Masda,suv,6,2000,"104,443 SAR",2006,"51,816 SAR",134278,8.48,2WD,premium,Madinah,4,2,Color Black,individual,1
Mercetes,suv,4,1998,"100,387 SAR",2002,"56,266 SAR",30698,7.47,2WD,standard,Makkah,1,-3,Color Black,individual,0
JournalMotors,suv,4,2004,"113,052 SAR",2012,"28,997 SAR",165979,3860.0mpl,2WD,standard,Jeddah,8,-5,Black,individual,0
Shevy,crossover,8,1998,"96,372 SAR",2006,"24,719 SAR",89584,2.8,4WD,STANDARD,Jeddah,7,1,Brown,individual,0
Shevy,crossover,4,1999,"81,916 SAR",2004,"36,419 SAR",45535,6.98,2WD,standard,Dhahran,7,2,Black,individual,0
JournalMotors,sedan,4,2005,,2010,"37,881 SAR",211333,8700.0mpl,2WD,standard,Jeddah,3,-5,Silver,individual,1
Fourd,suv,8,1994,"92,742 SAR",1997,"54,951 SAR",56237,3390.0mpl,2WD,STANDARD,Dhahran,4,-5,Color Blue,company,1
Nesshan,sedan,6,2009,,2016,"30,892 SAR",149755,21450.0mpl,2WD,standard,Makkah,5,-5,Color Black,individual,0
Nesshan,crossover,4,2001,,2004,"46,405 SAR",33854,16.68,2WD,STANDARD,Jeddah,3,1,Color Black,individual,0
Masda,sedan,4,1998,,2002,"30,783 SAR",43241,19.73,2WD,standard,Dhahran,4,2,Black,individual,1
Huendae,suv,4,2001,"76,094 SAR",2008,"34,156 SAR",134187,10.6,2WD,STANDARD,Riyadh,7,4,Gray,company,0
Shevy,sedan,8,2001,"119,316 SAR",2007,"51,007 SAR",41072,4.34,4WD,PREMIUM,Dammam,5,1,Blue,individual,0
Wolksvagon,suv,6,2006,"120,980 SAR",2012,"62,607 SAR",127242,7250.0mpl,4WD,standard,Madinah,8,2,Gray,individual,0
Fourd,sedan,4,2006,"78,413 SAR",2015,"22,347 SAR",88601,8.37,2WD,STANDARD,Dhahran,3,-2,White,individual,0
Toyoda,sedan,4,1992,"50,937 SAR",1995,"38,178 SAR",114812,19690.0mpl,2WD,standard,Dammam,5,1,Gray,company,1
Shevy,sedan,6,2007,,2012,"33,781 SAR",224899,6.17,2WD,standard,Jeddah,7,-2,Black,individual,0
Mercetes,suv,4,2001,"106,532 SAR",2005,"59,711 SAR",32879,4.06,2WD,STANDARD,Riyadh,2,-2,Gray Color,individual,0
Nesshan,suv,8,1995,"81,083 SAR",1997,"55,935 SAR",46792,6.57,4WD,STANDARD,Dammam,5,3,Blue,company,0
Nesshan,sedan,4,1995,"63,065 SAR",1999,"40,611 SAR",87959,19730.0mpl,2WD,premium,Makkah,8,2,Color Black,individual,1
Fourd,suv,4,2003,"110,836 SAR",2009,"47,382 SAR",106636,5.79,2WD,standard,Jeddah,4,2,Silver,individual,0
Huendae,sedan,6,2003,"52,779 SAR",2004,"44,334 SAR",18079,14.83,2WD,standard,Madinah,3,-2,White Color,individual,0
Masda,suv,6,2005,"82,367 SAR",2009,"48,219 SAR",85900,10.76,2WD,standard,Makkah,9,1,Color Black,individual,1
Fourd,suv,4,2001,,2005,"53,740 SAR",84471,6.58,2WD,standard,Riyadh,5,3,Blue,company,0
Masda,crossover,4,1994,"52,995 SAR",2001,"27,544 SAR",65596,17.08,2WD,standard,Dammam,5,1,Color Black,individual,0
Huendae,sedan,4,1999,,2004,"26,290 SAR",238943,27.71,2WD,standard,Dhahran,6,-3,White,company,1
Fourd,suv,8,2000,"104,443 SAR",2003,"58,937 SAR",63026,3.73,2WD,STANDARD,Makkah,4,-2,Silver Color,company,0
Toyoda,suv,4,1999,"105,321 SAR",2004,"56,683 SAR",34122,9.24,4WD,standard,Dammam,13,2,Gray Color,company,0
JournalMotors,crossover,6,2005,"92,251 SAR",2005,"56,789 SAR",1072,6.59,2WD,STANDARD,Madinah,5,2,Black,company,0
Geep,sedan,4,2005,"76,875 SAR",2006,"52,582 SAR",22000,8.75,2WD,standard,Dammam,9,-3,White,individual,0
Fourd,sedan,4,1994,,1999,"26,114 SAR",204229,8.76,2WD,standard,Madinah,10,2,Black,company,0
Toyoda,crossover,6,1997,"80,985 SAR",2001,"57,695 SAR",73376,12.0,4WD,standard,Makkah,3,1,Red,company,1
JournalMotors,crossover,4,2004,,2008,"54,747 SAR",88119,6.33,4WD,standard,Riyadh,7,2,Gray,individual,0
Huendae,suv,6,2006,,2006,"96,034 SAR",829,12.4,4WD,premium,Madinah,10,2,Silver,individual,0
JournalMotors,suv,4,2006,,2007,"89,391 SAR",21598,4.83,2WD,standard,Riyadh,1,2,Red,individual,0
Toyoda,sedan,6,1995,"54,055 SAR",2000,"32,001 SAR",59105,17680.0mpl,2WD,standard,Riyadh,10,2,Gray,company,0
Fourd,suv,6,1998,"100,387 SAR",2005,"45,299 SAR",166099,3.15,2WD,standard,Madinah,3,4,Color Black,individual,0
Toyoda,sedan,4,2005,"65,893 SAR",2009,"40,237 SAR",83858,14.82,2WD,standard,Madinah,6,2,Blue,individual,0
Toyoda,suv,4,1996,"82,705 SAR",2003,"49,933 SAR",64631,13590.0mpl,2WD,STANDARD,Dammam,3,2,Gray,individual,1
Shevy,sedan,4,2008,"81,581 SAR",2015,"34,875 SAR",117607,9.0,2WD,standard,Makkah,5,-5,Silver,individual,0
Toyoda,suv,8,2004,,2007,"69,503 SAR",23233,4.94,2WD,STANDARD,Makkah,6,-2,Black,company,1
Shevy,crossover,8,2003,"88,668 SAR",2007,"44,728 SAR",48684,2130.0mpl,2WD,standard,Riyadh,7,3,Gray,individual,0
JournalMotors,sedan,4,2005,"76,875 SAR",2010,"35,887 SAR",92477,10.97,2WD,standard,Riyadh,6,1,White,individual,1
Masda,sedan,4,1998,,2003,"28,188 SAR",56676,11.19,4WD,standard,Riyadh,6,2,Silver Color,individual,0
Nesshan,suv,4,2006,"84,014 SAR",2012,"44,107 SAR",105075,9.77,2WD,standard,Dammam,2,-2,Black,individual,0
Toyoda,sedan,4,1996,"77,191 SAR",2002,"40,057 SAR",297358,13.72,2WD,premium,Dhahran,3,4,Gray Color,company,0
JournalMotors,suv,4,2005,"115,313 SAR",2008,"68,686 SAR",60612,2.23,2WD,standard,Makkah,3,4,Color Black,company,0
JournalMotors,suv,4,2004,"113,052 SAR",2010,"48,329 SAR",134497,4.66,2WD,standard,Dammam,10,3,Red Color,individual,0
Nesshan,suv,6,2008,"87,408 SAR",2012,"48,734 SAR",74863,11360.0mpl,2WD,standard,Madinah,5,2,Color Black,individual,0
Honta,suv,4,2001,"91,313 SAR",2004,"69,607 SAR",68902,15540.0mpl,4WD,standard,Madinah,2,1,Black,individual,0
Honta,sedan,4,2005,,2008,"45,207 SAR",23694,20.56,4WD,standard,Riyadh,11,-3,Red,individual,0
JournalMotors,sedan,4,1993,"60,616 SAR",1997,"32,106 SAR",72345,11.53,2WD,STANDARD,Riyadh,6,2,Silver Color,individual,1
JournalMotors,crossover,4,2001,,2007,"43,720 SAR",113402,6070.0mpl,4WD,STANDARD,Dhahran,9,-3,Red,company,0
Fourd,sedan,4,2004,"75,368 SAR",2005,"51,551 SAR",20504,9960.0mpl,2WD,STANDARD,Riyadh,6,-2,White Color,company,0
JournalMotors,crossover,4,1999,"81,916 SAR",2002,"46,109 SAR",120086,6060.0mpl,2WD,standard,Madinah,12,-3,Color Black,individual,1
Shevy,sedan,4,2005,"76,875 SAR",2012,"34,689 SAR",268032,7.39,2WD,STANDARD,Dammam,2,-3,White,individual,0
JournalMotors,crossover,6,2009,"99,855 SAR",2016,"42,688 SAR",150131,3890.0mpl,2WD,standard,Dhahran,6,3,White Color,individual,0
Mercetes,crossover,4,2001,"119,316 SAR",2006,"53,047 SAR",50433,6.79,2WD,premium,Makkah,6,2,Blue,individual,0
Shevy,sedan,4,2009,"139,797 SAR",2014,"61,998 SAR",179998,5530.0mpl,4WD,premium,Jeddah,8,3,White Color,individual,1
Shevy,sedan,4,1999,"81,916 SAR",2007,"19,960 SAR",296576,14.13,4WD,standard,Madinah,5,2,Gray Color,individual,0
Honta,suv,8,2006,"84,014 SAR",2011,"39,220 SAR",202923,6720.0mpl,2WD,STANDARD,Dammam,7,2,Gray,individual,0
Toyoda,sedan,4,2000,"59,681 SAR",2003,"49,703 SAR",139686,18.73,2WD,STANDARD,Dhahran,1,3,White Color,individual,1
Shevy,suv,6,1997,"98,419 SAR",2001,"49,647 SAR",91719,3.19,2WD,STANDARD,Dammam,9,1,Gray,individual,0
Toyoda,crossover,4,2001,"87,660 SAR",2009,"31,754 SAR",109256,8100.0mpl,4WD,standard,Jeddah,2,-3,Gray Color,individual,1
Honta,suv,4,2003,"79,168 SAR",2007,"48,554 SAR",46753,18.16,2WD,STANDARD,Dhahran,8,3,Gray,individual,0
Fourd,crossover,6,2007,,2014,"43,082 SAR",74305,2.34,2WD,standard,Makkah,4,-5,Red Color,individual,1
Huendae,suv,4,2001,,2004,"66,127 SAR",144644,16510.0mpl,4WD,standard,Jeddah,2,3,Color Black,individual,0
Masda,sedan,4,1997,,2003,"27,065 SAR",109592,17.4,2WD,standard,Riyadh,3,3,Color Blue,individual,0
Nesshan,sedan,4,2006,"67,211 SAR",2009,"46,111 SAR",59883,22.36,4WD,STANDARD,Riyadh,5,3,Gray,individual,0
Shevy,sedan,8,2003,"88,668 SAR",2004,"57,616 SAR",23415,2.56,4WD,standard,Riyadh,6,-5,White,company,0
Nesshan,sedan,4,2001,"50,729 SAR",2007,"26,300 SAR",264438,23050.0mpl,2WD,STANDARD,Jeddah,8,-3,Red,individual,1
Nesshan,sedan,8,2004,"53,834 SAR",2006,"43,326 SAR",42095,13.07,2WD,standard,Dhahran,3,2,White Color,individual,1
Geep,crossover,4,1998,"80,310 SAR",2003,"35,705 SAR",97589,6.25,2WD,standard,Makkah,7,2,Gray Color,individual,0
Shevy,crossover,4,2001,"143,179 SAR",2005,"68,615 SAR",188844,6.34,4WD,PREMIUM,Dhahran,8,2,Gray,individual,0
Huendae,suv,4,1995,"81,083 SAR",2001,"40,227 SAR",138148,9.43,4WD,standard,Makkah,7,2,White,individual,1
Fourd,sedan,4,2009,"99,855 SAR",2013,"50,245 SAR",153812,7.71,4WD,STANDARD,Dhahran,5,2,White Color,individual,1
Toyoda,sedan,6,1998,"57,364 SAR",2003,"32,416 SAR",52623,14.36,2WD,standard,Dhahran,10,-5,Black,individual,1
JournalMotors,sedan,4,1996,,2000,"32,449 SAR",47534,6.57,2WD,standard,Jeddah,4,1,Gray,individual,0
JournalMotors,sedan,4,2006,"78,413 SAR",2012,"39,108 SAR",106694,5.61,2WD,STANDARD,Madinah,2,-3,Color Blue,individual,1
Toyoda,suv,4,1991,"74,908 SAR",1995,"45,742 SAR",45964,11.66,2WD,STANDARD,Makkah,6,2,Black,individual,0
Toyoda,sedan,4,2004,"64,601 SAR",2009,"36,332 SAR",209035,19.66,2WD,standard,Dammam,4,2,Blue,individual,0
Toyoda,sedan,4,1997,"56,239 SAR",1998,"48,661 SAR",6984,23.15,2WD,standard,Riyadh,4,4,White,individual,0
Toyoda,suv,4,2007,,2011,"117,217 SAR",83457,9230.0mpl,4WD,premium,Dammam,2,-2,Blue,individual,0
Shevy,sedan,4,1991,"69,914 SAR",1992,"47,701 SAR",21624,3.47,4WD,standard,Dammam,11,4,Color Black,individual,1
Nesshan,crossover,4,2004,"64,601 SAR",2005,"50,767 SAR",53525,21.27,2WD,STANDARD,Riyadh,6,2,White Color,individual,1
JournalMotors,suv,4,2004,"113,052 SAR",2007,"66,985 SAR",60576,5380.0mpl,2WD,standard,Makkah,11,1,Color Black,individual,1
Fourd,sedan,4,1999,"68,263 SAR",2002,"40,446 SAR",54047,5610.0mpl,2WD,standard,Madinah,4,2,Red,company,1
Nesshan,sedan,4,1994,,1995,"34,889 SAR",46722,25710.0mpl,2WD,standard,Dammam,5,-5,Color Blue,individual,0
Honta,sedan,8,2003,,2007,"32,696 SAR",81616,8.75,2WD,standard,Dammam,0,3,Silver,individual,0
Honta,crossover,4,2001,,2006,"34,899 SAR",112228,12550.0mpl,2WD,standard,Madinah,1,-5,White,company,1
Geep,sedan,6,1994,,1996,"42,877 SAR",12692,6.16,2WD,STANDARD,Jeddah,2,2,Silver,individual,0
Mercetes,sedan,4,2002,"86,930 SAR",2005,"51,507 SAR",50581,10.62,4WD,standard,Riyadh,9,1,Color Black,individual,1
Masda,crossover,6,2003,,2010,"35,910 SAR",145203,6.36,4WD,STANDARD,Makkah,7,1,Gray,company,0
Huendae,suv,4,2004,"80,752 SAR",2010,"38,155 SAR",108678,10.79,2WD,standard,Makkah,6,-3,Black,company,0
Nesshan,suv,4,2007,,2012,"58,954 SAR",63285,11.08,2WD,PREMIUM,Madinah,11,3,Black,individual,0
Honta,sedan,8,2003,"73,890 SAR",2008,"34,494 SAR",184452,11610.0mpl,2WD,PREMIUM,Dhahran,5,2,Gray Color,individual,0
Shevy,suv,4,1999,"102,395 SAR",2002,"67,411 SAR",56285,3330.0mpl,2WD,standard,Riyadh,2,2,Black,individual,1
Toyoda,suv,4,2004,"135,663 SAR",2010,"70,030 SAR",259597,11420.0mpl,2WD,premium,Madinah,8,1,Gray,individual,1
Fourd,suv,4,1998,"100,387 SAR",2001,"62,942 SAR",55158,6.8,2WD,standard,Dhahran,3,2,Black,individual,0
JournalMotors,crossover,4,2005,,2006,"73,616 SAR",22459,6100.0mpl,2WD,standard,Makkah,3,1,Gray,company,1
Huendae,sedan,4,2004,,2010,"27,980 SAR",134833,21.71,2WD,STANDARD,Dammam,7,-2,Color Blue,individual,0
BeEmW,sedan,8,2004,"90,442 SAR",2009,"40,210 SAR",104262,6.75,4WD,standard,Riyadh,7,2,Gray,company,0
JournalMotors,suv,4,2001,"106,532 SAR",2007,"45,668 SAR",299821,3.9,2WD,standard,Madinah,1,-2,Silver,individual,0
Toyoda,suv,8,1997,"101,231 SAR",2003,"49,767 SAR",214028,5.71,4WD,standard,Madinah,10,1,Gray,individual,0
Masda,sedan,4,1996,"45,947 SAR",2000,"28,109 SAR",198033,16.7,2WD,standard,Makkah,8,3,White Color,individual,1
Shevy,crossover,6,2000,"116,976 SAR",2004,"65,565 SAR",36319,3980.0mpl,2WD,PREMIUM,Madinah,2,-3,Black,individual,0
Honta,crossover,4,2000,,2001,"59,557 SAR",19602,15.48,4WD,STANDARD,Dammam,8,3,Brown,individual,0
Huendae,suv,8,1996,"115,787 SAR",2003,"54,709 SAR",83988,6.58,4WD,premium,Dammam,6,2,Gray,individual,0
Toyoda,suv,8,2000,"150,398 SAR",2006,"77,636 SAR",255433,6.23,4WD,PREMIUM,Dhahran,7,2,Gray,company,1
JournalMotors,suv,4,2007,,2014,"53,852 SAR",134255,8.39,2WD,standard,Makkah,6,-5,White,individual,1
Masda,crossover,4,1999,"58,511 SAR",2005,"27,577 SAR",267145,12540.0mpl,2WD,STANDARD,Dammam,12,3,Silver Color,individual,1
Huendae,suv,4,2006,"100,817 SAR",2007,"76,217 SAR",23365,12480.0mpl,4WD,standard,Makkah,10,3,White,individual,0
Huendae,suv,4,1996,"82,705 SAR",2002,"47,762 SAR",59975,15.88,4WD,standard,Madinah,2,2,White Color,individual,0
Toyoda,sedan,4,2005,"65,893 SAR",2011,"41,677 SAR",98238,15.29,2WD,standard,Madinah,1,3,White,individual,0
Nesshan,crossover,4,1998,"80,310 SAR",2006,"22,767 SAR",108737,11510.0mpl,2WD,premium,Dammam,4,1,Silver,individual,0
Wolksvagon,suv,4,1999,,2004,"47,118 SAR",245111,11980.0mpl,2WD,standard,Jeddah,12,-5,White Color,individual,1
BeEmW,sedan,4,2005,,2013,"19,718 SAR",57139,8610.0mpl,2WD,STANDARD,Dammam,6,2,Black,individual,0
Shevy,suv,4,1999,"102,395 SAR",2003,"51,653 SAR",41451,4.83,2WD,STANDARD,Makkah,10,3,Silver,individual,0
Shevy,crossover,4,1998,,2004,"39,139 SAR",295499,9.41,4WD,STANDARD,Jeddah,7,-2,Gray,individual,0
Toyoda,suv,4,1997,,2002,"45,402 SAR",32781,12.78,2WD,STANDARD,Dammam,9,3,Gray,individual,0
BeEmW,sedan,4,2004,"90,442 SAR",2011,"38,663 SAR",141521,10.42,4WD,standard,Madinah,11,1,Gray,company,0
Nesshan,sedan,4,1999,"48,759 SAR",2004,"25,038 SAR",226855,29410.0mpl,2WD,standard,Makkah,8,3,Color Black,individual,0
Wolksvagon,crossover,4,2008,"83,912 SAR",2013,"47,419 SAR",36544,14.62,2WD,STANDARD,Madinah,6,2,Blue,company,1
JournalMotors,crossover,4,2006,"112,915 SAR",2008,"70,475 SAR",19925,4.33,4WD,STANDARD,Jeddah,5,-5,Silver,individual,0
Fourd,suv,4,2009,"124,819 SAR",2014,"55,494 SAR",105852,4.17,2WD,STANDARD,Makkah,8,-3,Color Blue,individual,0
Toyoda,suv,4,2004,"116,283 SAR",2009,"59,454 SAR",167761,12.08,4WD,STANDARD,Riyadh,10,-3,Silver Color,individual,0
Huendae,sedan,6,1998,"47,803 SAR",2002,"27,851 SAR",182909,15.86,2WD,standard,Dammam,8,2,Silver,individual,0
Shevy,suv,4,1994,"92,742 SAR",1998,"49,382 SAR",170401,4.12,2WD,STANDARD,Dammam,3,2,Gray,company,0
Shevy,suv,4,2004,"113,052 SAR",2009,"50,262 SAR",67518,3.11,2WD,standard,Dhahran,10,1,Color Black,company,0
Fourd,suv,6,2006,"141,144 SAR",2011,"62,752 SAR",105253,4.51,4WD,STANDARD,Dammam,9,-3,Silver,individual,0
Honta,sedan,8,2005,,2012,"25,945 SAR",161908,13.92,2WD,standard,Dhahran,4,1,White,individual,0
Toyoda,crossover,6,1992,"61,125 SAR",1994,"43,873 SAR",20876,11980.0mpl,2WD,standard,Dhahran,8,4,White,individual,0
Toyoda,suv,6,1997,"84,359 SAR",2002,"47,672 SAR",51328,12.28,2WD,standard,Makkah,10,1,White,individual,1
Masda,suv,4,1997,,2004,"36,537 SAR",128548,15.27,2WD,STANDARD,Dhahran,9,3,White,individual,0
Toyoda,suv,4,2000,"89,522 SAR",2005,"50,589 SAR",68643,8.78,2WD,standard,Madinah,8,3,Black,individual,1
Masda,suv,8,2000,"125,332 SAR",2006,"59,219 SAR",64607,5.64,4WD,premium,Riyadh,5,-2,Silver,individual,0
Toyoda,suv,4,2003,"95,002 SAR",2011,"32,775 SAR",81141,11370.0mpl,2WD,standard,Jeddah,3,3,Black,individual,0
Nesshan,sedan,4,2004,,2006,"49,021 SAR",39966,17.3,4WD,standard,Madinah,4,2,Color Black,individual,0
