Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
JournalMotors,sedan,4,2004,"90,442 SAR",2011,"38,663 SAR",133460,8.67,4WD,standard,Makkah,5,2,Red,individual,0
JournalMotors,sedan,4,2004,"75,368 SAR",2012,"20,298 SAR",149050,10.08,2WD,standard,Madinah,10,3,Red,individual,1
Fourd,suv,6,1995,"94,597 SAR",2001,"42,686 SAR",230834,4.56,2WD,standard,Riyadh,1,2,Blue,company,0
Huendae,suv,4,2004,"80,752 SAR",2012,"25,373 SAR",167687,12.85,2WD,standard,Jeddah,1,4,Gray,company,1
Wolksvagon,suv,4,1999,"122,874 SAR",2001,"92,605 SAR",78097,11.14,2WD,premium,Makkah,4,1,Silver,individual,1
Toyoda,crossover,8,2005,"94,886 SAR",2011,"54,423 SAR",122706,9.24,4WD,standard,Riyadh,2,4,Black,company,1
Honta,crossover,4,2003,"76,001 SAR",2007,"46,611 SAR",51173,20.56,4WD,standard,Jeddah,8,1,White,company,0
Shevy,sedan,4,1998,"66,925 SAR",2000,"41,771 SAR",39351,5.38,2WD,standard,Riyadh,5,1,Red,individual,0
Nesshan,crossover,4,1999,"70,214 SAR",2005,"31,351 SAR",306108,12.35,4WD,standard,Riyadh,4,2,Gray,company,1
Masda,sedan,4,2003,"52,779 SAR",2005,"44,500 SAR",43627,24.68,2WD,standard,Riyadh,0,1,Brown,individual,0
Fourd,sedan,4,1998,"66,925 SAR",2005,"31,789 SAR",157048,7.97,2WD,standard,Dammam,1,1,Silver,individual,0
Shevy,crossover,4,1996,"92,630 SAR",2000,"46,610 SAR",132818,7.39,4WD,standard,Makkah,4,1,Silver,individual,1
Fourd,suv,4,2005,"115,313 SAR",2006,"87,418 SAR",10251,3.63,2WD,standard,Jeddah,2,4,White,individual,1
Shevy,crossover,6,2005,"129,151 SAR",2009,"72,389 SAR",50014,5.03,2WD,premium,Riyadh,3,3,Black,individual,0
Shevy,sedan,4,1991,"58,262 SAR",1995,"34,288 SAR",71654,12.39,2WD,standard,Madinah,0,1,Black,individual,1
Honta,sedan,4,1993,"43,297 SAR",1995,"32,855 SAR",24524,21.29,2WD,standard,Madinah,9,1,Black,individual,0
Toyoda,suv,4,2003,"133,003 SAR",2007,"81,218 SAR",83459,10.37,2WD,premium,Dammam,8,2,White,individual,0
Toyoda,sedan,4,2005,"65,893 SAR",2011,"41,677 SAR",35485,19.23,2WD,standard,Jeddah,2,2,White,individual,0
JournalMotors,crossover,8,2009,"119,826 SAR",2014,"53,274 SAR",103250,2.93,4WD,standard,Dammam,5,2,Gray,individual,0
JournalMotors,suv,4,2001,"106,532 SAR",2004,"60,116 SAR",30819,6.06,2WD,standard,Dammam,7,2,Silver,individual,0
JournalMotors,suv,4,2004,"135,663 SAR",2010,"60,895 SAR",134228,5.81,4WD,standard,Jeddah,7,1,Silver,individual,1
Toyoda,suv,6,1992,"76,406 SAR",1993,"73,808 SAR",23011,11.16,2WD,standard,Jeddah,1,1,Silver,individual,1
Toyoda,crossover,6,2002,"74,511 SAR",2009,"38,463 SAR",336703,12.91,2WD,standard,Makkah,5,2,Black,company,1
JournalMotors,suv,4,1992,"89,141 SAR",1994,"55,637 SAR",45629,8.41,2WD,standard,Jeddah,6,2,Silver,individual,0
Honta,suv,6,2005,"82,367 SAR",2005,"62,269 SAR",910,9.02,2WD,standard,Madinah,2,2,White,individual,0
Shevy,sedan,4,2003,"73,890 SAR",2006,"43,780 SAR",23739,6.75,2WD,standard,Makkah,8,2,Silver,company,1
JournalMotors,suv,6,1997,"98,419 SAR",2005,"26,506 SAR",159756,3.54,2WD,standard,Dhahran,4,3,White,company,1
Masda,suv,4,2001,"76,094 SAR",2003,"49,868 SAR",95640,6.56,2WD,standard,Jeddah,6,3,Blue,individual,0
Wolksvagon,suv,4,2005,"98,840 SAR",2010,"58,958 SAR",56090,10.87,2WD,standard,Riyadh,3,4,Silver,individual,1
Honta,suv,8,1999,"87,767 SAR",2006,"41,469 SAR",74318,8.69,4WD,standard,Dammam,5,2,Black,individual,0
Masda,crossover,4,1999,"70,214 SAR",2000,"61,309 SAR",11088,15.41,4WD,standard,Madinah,6,3,Black,individual,1
Toyoda,sedan,4,1998,"68,837 SAR",2005,"33,841 SAR",316501,13.21,4WD,standard,Riyadh,10,2,Black,individual,0
Fourd,suv,4,2005,"115,313 SAR",2011,"57,512 SAR",122714,4.65,2WD,standard,Riyadh,2,2,Black,individual,1
Toyoda,sedan,4,2002,"62,093 SAR",2005,"42,415 SAR",27831,12.92,2WD,standard,Dhahran,8,1,Red,individual,0
Shevy,crossover,6,1994,"89,033 SAR",1999,"46,181 SAR",48298,3.43,4WD,standard,Jeddah,2,1,Blue,individual,1
BeEmW,crossover,4,2004,"90,442 SAR",2009,"46,912 SAR",67968,9.61,2WD,standard,Dhahran,3,3,Gray,individual,1
Masda,suv,4,2007,"102,833 SAR",2010,"64,136 SAR",31430,13.0,4WD,standard,Riyadh,6,1,Black,company,0
JournalMotors,suv,6,1998,"100,387 SAR",2002,"48,108 SAR",171813,5.27,2WD,standard,Makkah,6,1,Black,individual,0
JournalMotors,suv,4,1992,"89,141 SAR",1995,"47,787 SAR",132133,8.05,2WD,standard,Jeddah,11,2,Red,individual,0
BeEmW,suv,4,2001,"127,838 SAR",2005,"61,263 SAR",85896,5.17,4WD,standard,Madinah,11,4,White,individual,0
Honta,crossover,6,1999,"58,511 SAR",2006,"26,125 SAR",367833,8.21,2WD,standard,Jeddah,11,1,Black,individual,1
Honta,sedan,4,1996,"64,326 SAR",1999,"44,577 SAR",28201,12.43,2WD,premium,Riyadh,2,1,Black,company,0
JournalMotors,suv,6,1999,"122,874 SAR",2002,"73,189 SAR",104735,3.8,4WD,standard,Makkah,1,2,White,individual,0
Huendae,suv,6,2008,"87,408 SAR",2015,"41,300 SAR",160583,6.44,2WD,standard,Makkah,5,2,White,individual,0
Huendae,sedan,4,2006,"56,009 SAR",2014,"17,642 SAR",152481,13.19,2WD,standard,Riyadh,3,3,White,individual,0
Shevy,suv,4,2009,"124,819 SAR",2014,"58,577 SAR",192508,4.9,2WD,standard,Riyadh,3,2,Black,individual,0
Nesshan,sedan,4,2005,"65,893 SAR",2007,"47,501 SAR",70921,22.35,4WD,standard,Riyadh,4,3,Silver,company,0
Toyoda,suv,6,2001,"109,576 SAR",2002,"90,728 SAR",22763,6.51,4WD,standard,Riyadh,4,2,Blue,individual,0
Shevy,crossover,6,2003,"88,668 SAR",2006,"50,035 SAR",58775,3.42,2WD,standard,Dammam,10,3,Gray,individual,0
Shevy,suv,4,1999,"143,353 SAR",2005,"61,283 SAR",60397,5.88,2WD,premium,Jeddah,5,3,Black,individual,0
Wolksvagon,suv,4,2006,"100,817 SAR",2006,"83,476 SAR",812,7.03,2WD,standard,Dhahran,1,2,Black,individual,0
Toyoda,crossover,4,1999,"70,214 SAR",2001,"64,677 SAR",88336,16.45,2WD,standard,Madinah,3,2,Gray,company,1
Fourd,crossover,4,2003,"106,402 SAR",2006,"60,209 SAR",122397,4.47,4WD,standard,Riyadh,2,4,White,individual,0
Huendae,crossover,4,1999,"58,511 SAR",2003,"41,865 SAR",86202,21.45,2WD,standard,Dhahran,2,3,Black,company,1
JournalMotors,sedan,6,1997,"65,612 SAR",1999,"40,951 SAR",17861,6.09,2WD,standard,Dammam,8,2,Red,company,0
JournalMotors,sedan,4,2000,"83,554 SAR",2007,"35,719 SAR",109710,7.7,4WD,standard,Dhahran,6,1,White,individual,0
Masda,suv,6,1995,"67,569 SAR",2000,"31,543 SAR",236898,7.99,2WD,standard,Madinah,12,2,Silver,individual,0
Honta,suv,6,2002,"93,139 SAR",2008,"44,008 SAR",133651,8.47,4WD,standard,Dammam,8,1,Silver,company,0
Nesshan,crossover,8,1999,"58,511 SAR",2004,"25,948 SAR",207701,10.93,2WD,standard,Madinah,6,4,Brown,company,0
Fourd,sedan,4,1999,"81,916 SAR",2002,"48,536 SAR",28259,5.63,4WD,standard,Riyadh,6,1,Black,company,1
Wolksvagon,suv,6,2000,"89,522 SAR",2004,"51,933 SAR",148707,6.5,2WD,standard,Madinah,8,1,Red,individual,0
Fourd,sedan,4,2006,"78,413 SAR",2010,"41,533 SAR",32525,8.33,2WD,standard,Dammam,10,1,Blue,company,1
Fourd,crossover,4,2003,"124,136 SAR",2005,"81,353 SAR",25622,9.26,2WD,premium,Jeddah,6,1,White,company,1
JournalMotors,sedan,4,2006,"94,096 SAR",2012,"44,695 SAR",121546,9.72,4WD,standard,Dammam,0,1,Black,individual,0
Honta,crossover,8,2001,"73,050 SAR",2005,"42,765 SAR",94531,11.0,4WD,standard,Dammam,8,2,Silver,individual,1
Toyoda,suv,6,2000,"89,522 SAR",2006,"46,327 SAR",126219,8.39,2WD,standard,Makkah,7,3,Silver,individual,0
Huendae,suv,4,1993,"90,924 SAR",1997,"56,327 SAR",74193,12.72,2WD,premium,Jeddah,3,2,Red,company,0
JournalMotors,suv,4,2004,"113,052 SAR",2008,"59,880 SAR",35868,5.68,2WD,standard,Dhahran,6,2,Red,individual,1
Nesshan,suv,4,1993,"64,945 SAR",1999,"30,686 SAR",67619,12.73,2WD,standard,Jeddah,4,2,White,individual,0
Honta,suv,8,2005,"115,313 SAR",2006,"87,176 SAR",18433,7.49,2WD,premium,Madinah,5,1,Gray,individual,0
Masda,sedan,4,1997,"56,239 SAR",2005,"16,829 SAR",282316,15.0,4WD,standard,Jeddah,3,1,Black,individual,0
Fourd,crossover,4,1996,"77,191 SAR",2001,"34,319 SAR",106598,4.93,2WD,standard,Dhahran,8,3,Red,company,0
Huendae,crossover,6,2001,"60,875 SAR",2005,"39,409 SAR",164336,15.44,2WD,standard,Riyadh,1,2,White,individual,0
Masda,suv,8,2008,"87,408 SAR",2010,"63,313 SAR",45692,4.59,2WD,standard,Dammam,4,3,Blue,individual,1
Wolksvagon,suv,4,2001,"153,406 SAR",2005,"93,677 SAR",36158,12.12,4WD,premium,Makkah,4,1,Black,individual,0
Fourd,crossover,4,1995,"105,949 SAR",1997,"66,128 SAR",35011,10.01,2WD,premium,Madinah,12,2,Black,individual,0
Mercetes,sedan,4,2005,"76,875 SAR",2010,"37,976 SAR",56789,8.14,2WD,standard,Dhahran,3,2,White,company,0
Toyoda,sedan,4,2001,"60,875 SAR",2007,"34,653 SAR",43733,15.91,2WD,standard,Madinah,6,3,Gray,individual,0
Masda,crossover,4,1996,"77,191 SAR",2001,"36,035 SAR",230967,11.12,2WD,premium,Riyadh,8,2,Silver,company,0
Fourd,crossover,4,2002,"121,702 SAR",2006,"61,392 SAR",71118,9.28,2WD,premium,Jeddah,4,1,Gray,individual,0
Honta,crossover,4,2003,"63,334 SAR",2007,"38,843 SAR",62383,19.35,2WD,standard,Dhahran,6,1,Gray,individual,0
Huendae,crossover,4,1999,"58,511 SAR",2001,"42,382 SAR",14420,14.48,2WD,standard,Makkah,6,1,Black,company,1
Nesshan,sedan,4,2001,"50,729 SAR",2003,"38,494 SAR",39010,20.27,2WD,standard,Dhahran,5,3,Silver,individual,0
JournalMotors,crossover,4,1995,"105,949 SAR",1998,"62,776 SAR",57381,5.89,2WD,premium,Riyadh,9,2,Gray,individual,1
Huendae,sedan,4,1996,"45,947 SAR",1999,"31,522 SAR",56785,18.11,2WD,standard,Riyadh,10,2,Gray,company,0
JournalMotors,sedan,4,2008,"81,581 SAR",2013,"36,270 SAR",53731,5.73,2WD,standard,Dammam,7,1,White,individual,0
Fourd,sedan,4,1997,"65,612 SAR",2002,"29,171 SAR",70450,11.55,2WD,standard,Jeddah,10,2,White,individual,0
Fourd,crossover,4,2008,"97,897 SAR",2008,"66,961 SAR",1101,6.74,2WD,standard,Riyadh,3,3,White,individual,0
Fourd,suv,8,2002,"108,662 SAR",2010,"29,420 SAR",358091,4.21,2WD,standard,Makkah,0,2,Silver,individual,0
Nesshan,crossover,4,1998,"80,310 SAR",2001,"54,960 SAR",112648,19.74,2WD,premium,Makkah,4,1,Red,individual,1
Toyoda,suv,4,1994,"79,493 SAR",2002,"24,682 SAR",85000,13.89,2WD,standard,Dammam,5,3,Red,company,0
Huendae,sedan,6,2008,"58,272 SAR",2012,"34,294 SAR",138632,9.12,2WD,standard,Riyadh,3,2,Gray,individual,0
JournalMotors,crossover,4,1995,"90,813 SAR",2000,"38,356 SAR",197863,8.65,4WD,standard,Jeddah,12,1,Red,company,0
Honta,sedan,4,1996,"77,191 SAR",1999,"52,826 SAR",102979,20.23,4WD,premium,Jeddah,14,2,Gray,individual,1
Wolksvagon,suv,4,2005,"118,608 SAR",2009,"68,806 SAR",76588,9.42,4WD,standard,Makkah,5,4,Red,individual,0
Shevy,crossover,8,1996,"77,191 SAR",2001,"34,319 SAR",41596,5.95,2WD,standard,Madinah,11,3,White,individual,0
Honta,suv,4,2000,"74,602 SAR",2004,"43,466 SAR",148310,15.12,2WD,standard,Dammam,6,1,Black,individual,0
Fourd,suv,6,2003,"110,836 SAR",2006,"62,544 SAR",69291,3.48,2WD,standard,Riyadh,8,2,Gray,individual,0
Wolksvagon,suv,4,2008,"176,215 SAR",2011,"120,372 SAR",67785,11.44,4WD,premium,Dhahran,9,2,Gray,individual,0
Shevy,suv,4,2007,"119,972 SAR",2011,"63,545 SAR",38223,5.99,2WD,standard,Riyadh,4,2,Silver,individual,1
Honta,suv,4,2006,"84,014 SAR",2011,"41,284 SAR",46414,14.75,2WD,standard,Jeddah,9,2,Blue,individual,0
JournalMotors,sedan,8,2001,"71,021 SAR",2003,"44,327 SAR",43134,7.7,2WD,standard,Jeddah,5,3,Silver,individual,0
Honta,suv,4,1997,"70,299 SAR",2002,"36,099 SAR",214648,15.35,2WD,standard,Madinah,6,2,White,individual,0
Shevy,suv,6,2004,"113,052 SAR",2011,"53,699 SAR",168639,2.87,2WD,standard,Jeddah,1,1,Gray,individual,0
JournalMotors,sedan,4,2006,"109,778 SAR",2013,"44,583 SAR",295226,9.87,2WD,premium,Jeddah,8,3,Red,company,0
Wolksvagon,suv,4,1998,"86,046 SAR",1998,"74,808 SAR",980,11.58,2WD,standard,Dammam,2,2,Black,individual,1
Shevy,sedan,6,2002,"86,930 SAR",2005,"49,054 SAR",15864,6.35,4WD,standard,Dhahran,5,1,White,individual,0
Masda,sedan,4,2006,"56,009 SAR",2013,"32,345 SAR",154107,17.15,2WD,standard,Madinah,2,3,White,individual,0
JournalMotors,suv,8,2002,"130,395 SAR",2002,"80,271 SAR",942,5.3,4WD,standard,Jeddah,12,2,Blue,individual,0
Nesshan,suv,8,2003,"79,168 SAR",2005,"57,344 SAR",20387,10.88,2WD,standard,Madinah,5,3,Red,individual,1
Fourd,suv,4,2005,"161,439 SAR",2008,"96,161 SAR",107993,6.86,2WD,premium,Jeddah,1,1,Red,company,0
Shevy,sedan,4,2000,"83,554 SAR",2004,"40,041 SAR",133742,4.14,4WD,standard,Dhahran,7,3,Silver,individual,0
Masda,suv,4,1998,"71,705 SAR",1998,"48,788 SAR",1192,14.02,2WD,standard,Madinah,11,2,Blue,company,0
Masda,suv,4,1997,"98,419 SAR",1999,"67,894 SAR",27785,10.45,2WD,premium,Jeddah,6,1,Black,individual,0
Honta,suv,6,2003,"110,836 SAR",2010,"52,370 SAR",147981,14.22,2WD,premium,Jeddah,8,1,White,individual,0
Toyoda,suv,6,2006,"100,817 SAR",2009,"72,311 SAR",65044,7.99,2WD,standard,Riyadh,4,1,Silver,individual,1
Masda,suv,6,1999,"73,139 SAR",2002,"45,502 SAR",116031,13.49,2WD,standard,Madinah,6,1,Red,individual,1
Honta,suv,4,2004,"80,752 SAR",2008,"45,023 SAR",74941,12.98,2WD,standard,Jeddah,4,1,White,company,0
Toyoda,sedan,8,1999,"70,214 SAR",2006,"40,373 SAR",141738,11.77,4WD,standard,Madinah,3,1,Blue,company,0
Huendae,crossover,4,1998,"80,310 SAR",2004,"41,741 SAR",41990,17.97,2WD,premium,Madinah,5,3,White,individual,0
Huendae,suv,6,2003,"79,168 SAR",2005,"63,716 SAR",44951,11.17,2WD,standard,Riyadh,1,3,Black,individual,1
Fourd,crossover,6,1995,"75,678 SAR",2002,"30,734 SAR",260192,4.08,2WD,standard,Dhahran,8,2,Red,individual,0
Honta,suv,4,2003,"95,002 SAR",2008,"49,018 SAR",108797,12.46,4WD,standard,Dammam,8,1,White,individual,1
Nesshan,sedan,4,2002,"51,744 SAR",2006,"30,148 SAR",186110,21.76,2WD,standard,Jeddah,8,2,Red,company,0
Shevy,sedan,4,2004,"75,368 SAR",2012,"18,365 SAR",379664,11.13,2WD,standard,Madinah,5,1,Gray,individual,0
Honta,sedan,8,2004,"53,834 SAR",2009,"26,387 SAR",179653,13.03,2WD,standard,Dhahran,5,2,White,company,1
BeEmW,crossover,4,2001,"85,225 SAR",2002,"58,293 SAR",18963,8.12,2WD,standard,Dhahran,8,2,White,individual,0
Shevy,sedan,4,1996,"77,191 SAR",1999,"43,449 SAR",124773,4.23,4WD,standard,Makkah,8,3,Blue,individual,1
JournalMotors,suv,4,1993,"90,924 SAR",1997,"50,835 SAR",190776,5.4,2WD,standard,Makkah,1,3,Silver,individual,1
JournalMotors,sedan,4,2004,"105,516 SAR",2008,"53,227 SAR",82830,10.68,2WD,premium,Dammam,5,2,Gray,individual,0
Masda,crossover,4,2007,"82,266 SAR",2011,"43,574 SAR",197511,14.75,4WD,standard,Dammam,5,3,Gray,individual,0
Shevy,sedan,8,2003,"103,447 SAR",2010,"39,801 SAR",350134,4.43,2WD,premium,Dhahran,5,1,Gray,company,0
Geep,suv,6,2006,"117,620 SAR",2010,"62,300 SAR",96991,2.69,2WD,standard,Riyadh,4,2,White,individual,1
Fourd,crossover,4,1998,"80,310 SAR",2001,"52,872 SAR",30590,10.3,2WD,standard,Makkah,1,1,Gray,individual,1
JournalMotors,suv,4,2003,"110,836 SAR",2006,"56,446 SAR",101832,4.14,2WD,standard,Dhahran,7,4,Black,individual,0
Fourd,sedan,6,1993,"101,835 SAR",2000,"48,371 SAR",153325,6.47,4WD,premium,Madinah,3,3,White,individual,0
Huendae,suv,4,2005,"82,367 SAR",2009,"50,516 SAR",49652,17.08,2WD,standard,Riyadh,7,1,Gray,company,0
JournalMotors,crossover,4,2004,"108,530 SAR",2009,"50,665 SAR",43528,5.61,4WD,standard,Madinah,11,1,Blue,individual,1
Toyoda,crossover,4,2005,"79,072 SAR",2010,"46,812 SAR",94632,15.71,2WD,standard,Riyadh,11,2,Red,individual,0
Fourd,suv,6,1995,"113,517 SAR",1999,"60,444 SAR",156473,3.99,4WD,standard,Dammam,3,3,Brown,individual,0
Huendae,crossover,4,2006,"67,211 SAR",2014,"21,171 SAR",147150,14.38,2WD,standard,Dhahran,1,2,Gray,individual,0
Shevy,sedan,6,2002,"72,441 SAR",2003,"52,302 SAR",38577,3.77,2WD,standard,Dhahran,3,1,Blue,individual,0
JournalMotors,crossover,8,2007,"134,369 SAR",2009,"83,866 SAR",38320,4.09,2WD,premium,Riyadh,7,3,Blue,individual,0
Masda,suv,4,2007,"85,694 SAR",2007,"58,306 SAR",1117,12.17,2WD,standard,Dhahran,6,2,Blue,individual,0
Honta,crossover,4,2002,"104,316 SAR",2007,"62,652 SAR",109243,18.43,4WD,premium,Riyadh,1,2,Black,individual,0
Toyoda,sedan,4,2002,"62,093 SAR",2006,"37,917 SAR",39335,9.7,2WD,standard,Madinah,10,2,Black,individual,0
Huendae,suv,4,1998,"71,705 SAR",2004,"33,795 SAR",209013,12.13,2WD,standard,Dhahran,6,3,Brown,company,1
JournalMotors,sedan,4,2003,"73,890 SAR",2010,"31,509 SAR",311242,9.03,2WD,standard,Jeddah,7,3,White,company,1
Toyoda,suv,6,2004,"116,283 SAR",2007,"79,432 SAR",65172,7.2,4WD,standard,Riyadh,6,2,Silver,individual,0
Shevy,suv,4,1993,"127,294 SAR",1999,"54,418 SAR",42928,4.81,2WD,premium,Dammam,7,1,Silver,individual,0
BeEmW,suv,4,2003,"186,204 SAR",2003,"120,358 SAR",847,3.79,4WD,premium,Madinah,5,2,White,individual,1
Huendae,sedan,4,2006,"56,009 SAR",2010,"34,350 SAR",37283,22.5,2WD,standard,Riyadh,7,1,White,individual,0
Nesshan,sedan,4,1999,"48,759 SAR",2002,"35,124 SAR",67844,19.09,2WD,standard,Dhahran,11,3,White,company,1
Fourd,suv,6,2007,"119,972 SAR",2011,"57,493 SAR",80807,4.34,2WD,standard,Riyadh,7,4,White,individual,0
Shevy,sedan,4,2000,"69,628 SAR",2004,"33,367 SAR",205231,9.14,2WD,standard,Riyadh,2,4,Silver,individual,0
Fourd,crossover,4,2006,"94,096 SAR",2008,"55,793 SAR",91422,9.69,2WD,standard,Jeddah,10,2,Blue,individual,0
Wolksvagon,suv,4,1996,"82,705 SAR",1999,"50,846 SAR",151344,8.37,2WD,standard,Madinah,10,1,Red,individual,0
BeEmW,sedan,4,2002,"72,441 SAR",2007,"32,207 SAR",56925,9.56,2WD,standard,Riyadh,9,2,Silver,individual,0
Toyoda,crossover,4,2004,"108,530 SAR",2010,"61,780 SAR",54643,15.18,2WD,premium,Jeddah,5,3,Silver,individual,0
Honta,crossover,4,2002,"74,511 SAR",2008,"33,446 SAR",207344,13.01,4WD,standard,Riyadh,9,2,Black,individual,0
Nesshan,sedan,8,1997,"56,239 SAR",2004,"29,230 SAR",128788,17.16,4WD,standard,Dhahran,5,2,Black,individual,0
JournalMotors,sedan,4,2002,"72,441 SAR",2008,"29,420 SAR",223123,9.61,2WD,standard,Dhahran,11,3,Gray,individual,0
JournalMotors,suv,4,2004,"113,052 SAR",2009,"50,402 SAR",178919,6.75,2WD,standard,Makkah,3,4,Black,individual,0
BeEmW,suv,4,2006,"197,602 SAR",2010,"99,680 SAR",80605,7.89,4WD,premium,Makkah,9,1,White,individual,0
Masda,suv,4,2001,"76,094 SAR",2006,"39,075 SAR",182426,15.86,2WD,standard,Jeddah,5,2,Silver,individual,0
JournalMotors,suv,4,2002,"108,662 SAR",2004,"71,212 SAR",25743,5.07,2WD,standard,Riyadh,6,2,Silver,individual,1
Huendae,sedan,4,2006,"67,211 SAR",2011,"36,330 SAR",67763,26.73,4WD,standard,Makkah,6,2,Gray,individual,0
Huendae,crossover,4,2006,"67,211 SAR",2009,"46,111 SAR",64265,16.83,2WD,standard,Dhahran,7,2,Blue,individual,0
Honta,sedan,4,2003,"52,779 SAR",2010,"27,431 SAR",97629,24.61,2WD,standard,Riyadh,9,1,Silver,company,0
JournalMotors,sedan,6,2000,"69,628 SAR",2003,"43,656 SAR",28468,6.45,2WD,standard,Makkah,3,2,Blue,individual,0
Fourd,suv,6,2007,"167,961 SAR",2009,"122,305 SAR",23365,4.85,2WD,premium,Dammam,3,3,Silver,individual,1
JournalMotors,sedan,8,2006,"78,413 SAR",2009,"49,042 SAR",126541,7.26,2WD,standard,Dammam,2,1,Brown,individual,1
Fourd,suv,4,1999,"122,874 SAR",2002,"76,849 SAR",143199,3.21,4WD,standard,Madinah,2,3,Gray,individual,1
Masda,suv,6,2003,"95,002 SAR",2008,"46,683 SAR",108100,4.96,4WD,standard,Dhahran,5,1,Gray,company,0
Masda,sedan,6,2001,"50,729 SAR",2005,"29,698 SAR",86262,14.66,2WD,standard,Jeddah,4,1,Blue,individual,1
Toyoda,sedan,4,2004,"64,601 SAR",2008,"39,349 SAR",89628,13.52,2WD,standard,Madinah,5,4,White,individual,1
Honta,crossover,4,2001,"73,050 SAR",2008,"42,186 SAR",142901,20.29,4WD,standard,Madinah,2,2,White,individual,0
Toyoda,suv,4,2004,"96,902 SAR",2009,"55,050 SAR",199943,12.99,2WD,standard,Riyadh,2,1,Silver,individual,0
Wolksvagon,suv,4,2005,"98,840 SAR",2014,"29,155 SAR",433422,10.89,2WD,standard,Dhahran,9,3,Silver,individual,0
Fourd,sedan,4,2004,"75,368 SAR",2008,"38,019 SAR",20836,9.88,2WD,standard,Makkah,6,2,Blue,individual,0
Shevy,suv,4,2004,"113,052 SAR",2007,"66,985 SAR",64296,5.29,2WD,standard,Dammam,6,2,Red,company,1
Honta,sedan,4,2000,"49,734 SAR",2006,"25,849 SAR",55612,16.48,2WD,standard,Dhahran,12,1,White,individual,0
Fourd,sedan,4,2003,"73,890 SAR",2010,"31,587 SAR",86712,9.13,2WD,standard,Dammam,4,3,Gray,individual,0
Toyoda,suv,4,2006,"100,817 SAR",2014,"31,303 SAR",61445,12.88,2WD,standard,Dammam,10,2,White,individual,0
JournalMotors,sedan,4,2004,"75,368 SAR",2004,"46,396 SAR",1020,5.83,2WD,standard,Dhahran,8,2,White,individual,0
Wolksvagon,sedan,4,2009,"119,826 SAR",2017,"40,926 SAR",152722,19.63,4WD,premium,Makkah,10,2,Silver,individual,0
Shevy,suv,4,1996,"96,489 SAR",2002,"45,832 SAR",58987,6.48,2WD,standard,Jeddah,2,2,White,individual,0
Shevy,crossover,4,2007,"134,369 SAR",2012,"62,727 SAR",60778,3.57,2WD,premium,Dammam,7,1,Black,individual,1
Wolksvagon,suv,6,1990,"73,440 SAR",1994,"47,337 SAR",154913,10.87,2WD,standard,Madinah,2,1,Blue,individual,0
Huendae,sedan,4,2000,"59,681 SAR",2005,"30,646 SAR",243282,18.61,4WD,standard,Dhahran,6,1,Red,company,0
Huendae,sedan,4,2001,"50,729 SAR",2007,"29,222 SAR",247547,18.4,2WD,standard,Dhahran,1,3,Brown,individual,1
JournalMotors,suv,8,2004,"113,052 SAR",2007,"63,795 SAR",62094,3.39,2WD,standard,Riyadh,5,1,Silver,individual,0
BeEmW,suv,4,1994,"111,291 SAR",1999,"54,977 SAR",65052,6.28,4WD,standard,Makkah,2,2,Red,company,0
JournalMotors,sedan,6,2004,"75,368 SAR",2005,"54,129 SAR",11823,10.05,2WD,standard,Madinah,5,3,Gray,company,1
Fourd,suv,4,2008,"122,372 SAR",2012,"61,730 SAR",83096,4.57,2WD,standard,Jeddah,13,1,White,individual,0
Fourd,crossover,6,2003,"106,402 SAR",2009,"43,212 SAR",295266,6.88,4WD,standard,Dammam,4,1,White,individual,0
Masda,suv,8,1999,"102,395 SAR",2004,"45,411 SAR",172656,4.7,2WD,premium,Riyadh,8,4,Black,individual,0
JournalMotors,sedan,4,2009,"83,213 SAR",2011,"49,340 SAR",63348,7.22,2WD,standard,Jeddah,6,3,White,individual,0
Honta,sedan,4,2001,"50,729 SAR",2005,"28,283 SAR",50426,11.37,2WD,standard,Jeddah,11,3,Gray,company,0
Masda,sedan,6,2004,"90,442 SAR",2007,"56,267 SAR",120566,10.5,4WD,premium,Riyadh,13,3,Black,individual,1
Mercetes,crossover,8,2006,"94,096 SAR",2009,"53,098 SAR",72817,3.6,2WD,standard,Riyadh,6,2,Brown,individual,0
Huendae,suv,6,2007,"102,833 SAR",2011,"63,545 SAR",69108,8.19,4WD,standard,Dammam,1,4,Gray,individual,1
Honta,suv,6,2005,"82,367 SAR",2011,"36,972 SAR",245506,11.37,2WD,standard,Madinah,9,3,Gray,individual,0
Wolksvagon,suv,4,2001,"109,576 SAR",2004,"74,851 SAR",23379,7.32,4WD,standard,Riyadh,10,3,Red,individual,0
Fourd,sedan,4,2007,"79,981 SAR",2014,"34,191 SAR",86193,8.99,2WD,standard,Makkah,10,2,Gray,individual,0
Honta,sedan,4,2005,"76,875 SAR",2011,"44,395 SAR",60781,18.32,2WD,premium,Dammam,2,2,Silver,individual,0
Huendae,crossover,6,2000,"71,618 SAR",2004,"39,830 SAR",183508,11.79,4WD,standard,Jeddah,11,3,Red,individual,1
Toyoda,sedan,4,2003,"76,001 SAR",2011,"24,660 SAR",160092,16.6,4WD,standard,Madinah,6,4,White,individual,0
