Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Honta,suv,4,2000,"89,522 SAR",2004,"47,417 SAR",153147,13.84,4WD,standard,Riyadh,8,3,White,individual,0
Honta,suv,4,2002,"77,616 SAR",2007,"48,946 SAR",53382,15.19,2WD,standard,Dammam,3,2,Silver,individual,1
JournalMotors,suv,4,2001,"106,532 SAR",2002,"72,685 SAR",41961,3.7,2WD,standard,Dhahran,5,1,Black,company,1
Nesshan,crossover,4,2000,"71,618 SAR",2006,"37,223 SAR",53112,19.51,4WD,standard,Makkah,12,1,White,company,0
Toyoda,sedan,4,2007,"82,266 SAR",2008,"87,415 SAR",9803,16.85,4WD,standard,Jeddah,3,3,Blue,individual,1
Masda,suv,4,2007,"102,833 SAR",2012,"56,146 SAR",117828,14.23,4WD,standard,Jeddah,2,3,Blue,individual,0
Toyoda,sedan,4,2008,"69,926 SAR",2013,"41,815 SAR",103600,14.93,2WD,standard,Riyadh,3,1,Brown,company,0
Toyoda,suv,4,2006,"100,817 SAR",2012,"63,766 SAR",136463,15.24,2WD,standard,Madinah,3,1,Gray,individual,0
Geep,suv,4,2003,"133,003 SAR",2006,"87,562 SAR",28094,6.86,4WD,standard,Riyadh,2,1,White,individual,1
Shevy,sedan,4,1998,"80,310 SAR",2007,"19,569 SAR",334368,7.81,4WD,standard,Jeddah,5,1,Red,individual,0
Mercetes,sedan,4,2001,"85,225 SAR",2007,"34,612 SAR",293643,7.77,4WD,standard,Dhahran,4,3,White,individual,0
Toyoda,sedan,4,2006,"80,653 SAR",2011,"43,407 SAR",108021,13.09,4WD,standard,Dammam,8,1,Black,individual,0
Toyoda,sedan,6,2006,"67,211 SAR",2008,"50,781 SAR",15499,12.98,2WD,standard,Riyadh,4,3,Black,individual,0
Nesshan,sedan,4,1997,"65,612 SAR",2002,"37,239 SAR",114708,18.3,2WD,premium,Jeddah,5,1,Silver,company,1
JournalMotors,suv,8,1997,"98,419 SAR",2000,"55,537 SAR",27761,1.38,2WD,standard,Dhahran,5,1,Black,company,0
Shevy,sedan,4,2003,"73,890 SAR",2007,"37,180 SAR",175167,4.05,2WD,standard,Dhahran,11,2,Black,individual,1
Masda,sedan,6,2004,"53,834 SAR",2008,"32,934 SAR",163363,19.33,2WD,standard,Madinah,6,3,White,individual,1
Mercetes,suv,4,2003,"110,836 SAR",2010,"45,013 SAR",334384,4.92,2WD,standard,Riyadh,4,3,White,individual,0
Nesshan,crossover,8,2004,"64,601 SAR",2011,"30,523 SAR",55437,8.81,2WD,standard,Riyadh,6,1,White,individual,0
Masda,crossover,6,2000,"71,618 SAR",2006,"33,839 SAR",53761,12.12,4WD,standard,Dammam,12,1,Silver,individual,0
Mercetes,sedan,4,2002,"72,441 SAR",2007,"33,817 SAR",30104,5.76,2WD,standard,Madinah,6,2,Silver,individual,1
JournalMotors,sedan,4,2004,"75,368 SAR",2012,"19,331 SAR",178591,7.47,2WD,standard,Riyadh,4,1,Black,individual,0
BeEmW,crossover,4,2005,"129,151 SAR",2008,"85,026 SAR",32479,5.08,2WD,premium,Makkah,1,3,Gray,individual,1
Toyoda,crossover,8,2003,"106,402 SAR",2004,"102,784 SAR",22104,9.83,2WD,premium,Madinah,1,3,White,company,1
Geep,sedan,4,2008,"81,581 SAR",2011,"43,734 SAR",135899,7.71,2WD,standard,Makkah,9,1,White,individual,0
Toyoda,suv,8,1994,"95,392 SAR",1998,"58,251 SAR",45444,7.61,4WD,standard,Madinah,6,3,Red,individual,0
Huendae,sedan,4,2009,"83,213 SAR",2015,"43,141 SAR",263821,19.79,2WD,premium,Jeddah,5,3,Gray,company,1
Huendae,suv,4,1998,"71,705 SAR",2005,"35,405 SAR",335742,15.31,2WD,standard,Riyadh,4,2,Black,individual,0
BeEmW,suv,6,1998,"168,651 SAR",2005,"80,109 SAR",137266,6.1,4WD,premium,Dammam,1,3,Silver,individual,0
Honta,suv,6,2005,"115,313 SAR",2007,"75,571 SAR",73307,9.98,2WD,premium,Dhahran,11,1,White,company,0
Masda,crossover,4,2004,"77,522 SAR",2010,"34,797 SAR",215892,8.42,4WD,standard,Makkah,10,1,Black,individual,0
Shevy,sedan,4,2001,"85,225 SAR",2008,"36,433 SAR",146870,6.37,4WD,standard,Dhahran,11,3,Black,individual,0
JournalMotors,sedan,4,1994,"61,828 SAR",2000,"26,431 SAR",144030,7.88,2WD,standard,Dammam,4,2,Black,individual,0
Huendae,crossover,4,1999,"58,511 SAR",2003,"37,679 SAR",33410,19.7,2WD,standard,Madinah,4,2,Black,individual,1
Nesshan,sedan,4,2002,"51,744 SAR",2007,"27,969 SAR",48820,19.46,2WD,standard,Dhahran,5,2,White,individual,0
Toyoda,suv,4,1997,"84,359 SAR",2001,"57,237 SAR",83079,14.22,2WD,standard,Riyadh,3,2,Black,individual,0
Toyoda,sedan,4,2004,"64,601 SAR",2010,"34,935 SAR",263793,17.03,2WD,standard,Riyadh,8,2,Black,individual,0
Wolksvagon,crossover,4,1993,"62,348 SAR",1995,"49,462 SAR",16349,10.97,2WD,standard,Dhahran,6,3,Gray,individual,1
Fourd,sedan,4,2003,"73,890 SAR",2009,"36,852 SAR",61864,6.58,2WD,standard,Makkah,0,2,White,company,1
Geep,suv,4,1999,"102,395 SAR",2005,"43,664 SAR",243670,5.46,2WD,standard,Madinah,8,3,Silver,individual,1
JournalMotors,crossover,6,2006,"112,915 SAR",2008,"78,110 SAR",65865,6.56,4WD,standard,Dammam,1,2,Blue,individual,1
Shevy,suv,4,2001,"106,532 SAR",2002,"72,867 SAR",21491,7.29,2WD,standard,Makkah,4,1,White,individual,0
BeEmW,suv,4,2000,"104,443 SAR",2005,"48,757 SAR",104015,4.36,2WD,standard,Makkah,11,2,Gray,individual,1
Toyoda,suv,4,1993,"77,935 SAR",2001,"24,198 SAR",98804,9.55,2WD,standard,Riyadh,9,3,Silver,company,0
Fourd,sedan,8,2001,"99,430 SAR",2005,"50,032 SAR",149186,4.52,2WD,premium,Jeddah,10,2,White,individual,1
Masda,suv,6,2000,"74,602 SAR",2004,"39,514 SAR",149641,9.89,2WD,standard,Jeddah,9,1,Black,individual,0
Shevy,suv,4,2007,"119,972 SAR",2013,"48,723 SAR",242730,8.66,2WD,standard,Makkah,8,1,Red,individual,0
Toyoda,sedan,6,1999,"58,511 SAR",2003,"35,729 SAR",41308,10.13,2WD,standard,Madinah,11,1,Blue,individual,0
Fourd,crossover,4,1991,"69,914 SAR",1995,"33,504 SAR",191729,4.0,2WD,standard,Riyadh,12,2,White,individual,0
JournalMotors,crossover,6,2007,"115,173 SAR",2011,"55,194 SAR",73208,4.25,4WD,standard,Makkah,5,4,Red,individual,0
Shevy,sedan,4,2006,"94,096 SAR",2012,"44,583 SAR",236731,5.8,4WD,standard,Dammam,2,2,Blue,individual,1
Toyoda,suv,4,2001,"91,313 SAR",2005,"55,760 SAR",88934,12.19,2WD,standard,Makkah,8,3,Silver,company,0
Toyoda,sedan,4,2001,"60,875 SAR",2007,"36,385 SAR",130857,16.38,2WD,standard,Dammam,7,1,Black,individual,1
Nesshan,suv,4,2007,"85,694 SAR",2014,"47,013 SAR",115406,17.5,2WD,standard,Makkah,3,4,White,individual,0
Toyoda,suv,4,2006,"100,817 SAR",2012,"52,172 SAR",121050,8.2,2WD,standard,Riyadh,5,2,Silver,company,0
Honta,suv,4,2005,"82,367 SAR",2010,"40,475 SAR",54090,12.84,2WD,standard,Riyadh,7,1,White,individual,0
Fourd,suv,4,2006,"117,620 SAR",2007,"84,474 SAR",10265,8.13,2WD,standard,Dammam,9,1,Gray,company,1
Honta,sedan,8,2003,"52,779 SAR",2009,"26,184 SAR",67205,9.85,2WD,standard,Makkah,4,2,Gray,company,1
Huendae,sedan,6,1995,"45,046 SAR",1999,"27,626 SAR",47266,15.88,2WD,standard,Makkah,4,1,Blue,individual,0
Nesshan,crossover,4,2008,"69,926 SAR",2008,"58,150 SAR",1190,18.24,2WD,standard,Dammam,3,3,Blue,individual,0
Shevy,crossover,4,2007,"95,978 SAR",2008,"72,760 SAR",42746,9.31,2WD,standard,Jeddah,2,1,Gray,individual,1
Honta,sedan,8,1996,"45,947 SAR",2004,"13,025 SAR",155717,11.49,2WD,standard,Makkah,8,2,Black,individual,0
BeEmW,suv,4,2001,"106,532 SAR",2005,"51,053 SAR",163475,5.86,2WD,standard,Madinah,9,3,Black,individual,0
Nesshan,sedan,4,2003,"63,334 SAR",2008,"35,946 SAR",253581,18.26,4WD,standard,Jeddah,2,3,Red,company,1
Fourd,sedan,8,2003,"73,890 SAR",2006,"39,611 SAR",122055,4.55,2WD,standard,Riyadh,5,3,Silver,individual,0
Honta,sedan,8,2004,"64,601 SAR",2009,"31,744 SAR",41202,11.79,4WD,standard,Dhahran,9,2,Gray,individual,0
Fourd,suv,4,2008,"171,320 SAR",2011,"101,509 SAR",60990,5.55,2WD,premium,Dhahran,5,2,Black,individual,1
JournalMotors,sedan,4,2006,"78,413 SAR",2015,"22,347 SAR",127491,10.5,2WD,standard,Jeddah,2,3,Gray,company,0
Toyoda,sedan,4,1999,"58,511 SAR",2003,"43,669 SAR",28450,22.36,2WD,standard,Dammam,2,2,Red,individual,0
Nesshan,suv,4,1996,"68,921 SAR",2002,"30,936 SAR",242786,11.53,2WD,standard,Jeddah,4,3,Silver,individual,0
Masda,sedan,4,2006,"56,009 SAR",2010,"31,227 SAR",73913,14.46,2WD,standard,Jeddah,4,2,Blue,company,0
Huendae,suv,6,2004,"135,663 SAR",2012,"38,460 SAR",131557,11.22,4WD,premium,Jeddah,5,1,Gray,individual,0
Fourd,crossover,8,1999,"98,299 SAR",2004,"43,703 SAR",84106,4.83,4WD,standard,Riyadh,9,2,White,individual,0
Huendae,sedan,4,2002,"51,744 SAR",2003,"39,118 SAR",12088,14.53,2WD,standard,Riyadh,4,2,Gray,individual,0
Huendae,suv,4,1996,"68,921 SAR",2002,"36,183 SAR",61153,14.16,2WD,standard,Makkah,1,2,Gray,company,0
JournalMotors,crossover,4,1994,"103,871 SAR",1998,"52,397 SAR",66285,9.83,2WD,premium,Dammam,14,1,Red,individual,0
JournalMotors,sedan,4,1997,"65,612 SAR",2000,"38,876 SAR",71386,11.92,2WD,standard,Dammam,4,3,Red,individual,1
Toyoda,sedan,4,2005,"92,251 SAR",2011,"49,763 SAR",211923,18.78,2WD,premium,Madinah,4,4,Black,individual,1
Huendae,sedan,4,1999,"48,759 SAR",2001,"38,850 SAR",44529,18.67,2WD,standard,Makkah,5,1,Black,company,1
Fourd,sedan,8,1996,"77,191 SAR",2003,"32,999 SAR",143209,8.05,4WD,standard,Dhahran,9,2,Gray,individual,0
Shevy,sedan,4,2006,"94,096 SAR",2010,"49,840 SAR",77949,13.41,4WD,standard,Madinah,8,3,Red,individual,1
JournalMotors,suv,4,2003,"186,204 SAR",2008,"74,714 SAR",246265,3.24,4WD,premium,Madinah,5,4,White,individual,0
Masda,sedan,6,1998,"47,803 SAR",2004,"25,096 SAR",93587,11.19,2WD,standard,Jeddah,3,2,Red,individual,0
Shevy,suv,8,2005,"115,313 SAR",2009,"61,401 SAR",158658,4.71,2WD,standard,Dammam,3,3,White,individual,0
Toyoda,sedan,4,2001,"60,875 SAR",2006,"34,401 SAR",111806,13.13,2WD,standard,Dhahran,6,1,Gray,individual,1
Nesshan,crossover,6,2003,"76,001 SAR",2005,"51,904 SAR",104645,15.17,4WD,standard,Jeddah,5,2,Blue,company,0
BeEmW,suv,4,1995,"113,517 SAR",1999,"54,400 SAR",138125,4.91,4WD,standard,Jeddah,6,2,Gray,individual,0
Shevy,sedan,4,2008,"81,581 SAR",2012,"39,095 SAR",185009,9.61,2WD,standard,Dammam,11,1,Black,individual,0
Toyoda,suv,8,2001,"127,838 SAR",2005,"81,967 SAR",65548,6.67,2WD,premium,Dammam,5,3,Black,individual,1
JournalMotors,sedan,6,1996,"108,068 SAR",2001,"45,404 SAR",250540,3.8,4WD,premium,Makkah,7,1,Black,individual,1
Masda,crossover,6,1997,"56,239 SAR",1998,"40,390 SAR",46760,13.27,2WD,standard,Madinah,9,2,Black,individual,0
Masda,sedan,6,1993,"72,739 SAR",1993,"60,489 SAR",908,15.45,4WD,premium,Dhahran,2,2,Black,individual,0
JournalMotors,suv,6,2000,"104,443 SAR",2005,"46,319 SAR",95141,4.61,2WD,standard,Riyadh,6,4,Gray,individual,1
Masda,crossover,4,2002,"74,511 SAR",2006,"47,982 SAR",38445,17.25,4WD,standard,Dammam,6,1,Gray,individual,1
Honta,sedan,4,1992,"42,448 SAR",1997,"19,815 SAR",187185,15.0,2WD,standard,Jeddah,10,3,Red,individual,0
Toyoda,suv,8,1992,"106,969 SAR",1999,"55,356 SAR",376547,8.24,2WD,premium,Dhahran,3,2,Black,individual,0
Huendae,suv,4,2004,"113,052 SAR",2009,"61,109 SAR",269252,15.55,2WD,premium,Dhahran,1,2,Silver,individual,0
Fourd,crossover,4,1997,"78,735 SAR",2000,"44,430 SAR",69672,10.72,2WD,standard,Madinah,11,3,Red,individual,0
Toyoda,sedan,4,1994,"63,595 SAR",1995,"55,289 SAR",18866,12.04,4WD,standard,Madinah,4,2,Black,individual,1
Fourd,sedan,4,2002,"86,930 SAR",2007,"40,581 SAR",98767,7.97,4WD,standard,Dhahran,4,1,White,individual,1
Nesshan,sedan,6,2006,"67,211 SAR",2014,"22,124 SAR",306530,16.49,4WD,standard,Dhahran,2,2,Gray,individual,0
JournalMotors,suv,4,2008,"146,846 SAR",2012,"70,372 SAR",198105,3.91,4WD,standard,Dammam,6,1,Silver,individual,0
Fourd,sedan,4,2005,"76,875 SAR",2007,"50,380 SAR",37263,9.49,2WD,standard,Madinah,7,3,Silver,company,1
Toyoda,sedan,8,2002,"62,093 SAR",2004,"44,568 SAR",94893,10.36,2WD,standard,Riyadh,6,3,Gray,individual,0
Huendae,suv,4,1993,"77,935 SAR",2000,"40,506 SAR",53998,19.06,4WD,standard,Madinah,4,2,Black,individual,0
Masda,suv,4,1994,"92,742 SAR",2002,"24,977 SAR",325927,6.93,2WD,premium,Jeddah,6,3,Silver,individual,0
Nesshan,sedan,8,2002,"51,744 SAR",2005,"32,272 SAR",30404,11.14,2WD,standard,Jeddah,6,3,Gray,individual,0
Huendae,suv,4,1995,"67,569 SAR",1999,"43,951 SAR",84282,8.31,2WD,standard,Riyadh,3,3,White,individual,1
Fourd,sedan,4,1999,"68,263 SAR",2004,"31,867 SAR",102403,10.86,2WD,standard,Makkah,6,1,White,individual,1
Toyoda,sedan,8,2004,"77,522 SAR",2008,"49,705 SAR",75188,10.33,4WD,standard,Makkah,4,3,Black,individual,1
Masda,crossover,4,2006,"67,211 SAR",2012,"33,186 SAR",230649,18.46,2WD,standard,Dhahran,4,2,Blue,company,0
Honta,suv,4,2005,"82,367 SAR",2010,"49,469 SAR",89099,15.31,2WD,standard,Dammam,3,3,Silver,company,0
Shevy,crossover,4,2001,"85,225 SAR",2006,"44,206 SAR",96563,4.58,2WD,standard,Dammam,1,2,Gray,individual,1
Wolksvagon,suv,4,2002,"93,139 SAR",2007,"50,127 SAR",105750,12.28,2WD,standard,Dhahran,9,2,Black,individual,0
Shevy,suv,6,2002,"108,662 SAR",2007,"50,726 SAR",119822,5.11,2WD,standard,Jeddah,7,3,Gray,company,1
JournalMotors,sedan,6,2005,"107,626 SAR",2011,"50,994 SAR",296748,8.11,2WD,premium,Dammam,3,1,Red,individual,1
Fourd,suv,4,2001,"149,145 SAR",2006,"66,309 SAR",55570,2.62,2WD,premium,Jeddah,12,2,Gray,individual,0
JournalMotors,crossover,8,2005,"110,701 SAR",2009,"58,635 SAR",36157,3.39,4WD,standard,Dammam,4,1,Silver,individual,1
Geep,sedan,4,2004,"75,368 SAR",2010,"32,219 SAR",106882,8.34,2WD,standard,Dhahran,12,3,Black,individual,0
Toyoda,sedan,4,2006,"67,211 SAR",2010,"50,162 SAR",41003,17.59,2WD,standard,Madinah,2,3,White,individual,0
Masda,suv,6,2006,"84,014 SAR",2013,"39,696 SAR",71214,9.37,2WD,standard,Madinah,7,2,Silver,individual,0
Shevy,sedan,4,2003,"73,890 SAR",2008,"34,676 SAR",58530,10.31,2WD,standard,Madinah,3,4,White,company,0
Shevy,suv,6,1994,"155,807 SAR",1998,"78,596 SAR",36590,2.71,4WD,premium,Dammam,4,1,Gray,individual,0
Masda,suv,4,2000,"74,602 SAR",2005,"36,659 SAR",109206,10.29,2WD,standard,Dammam,5,3,Black,company,0
Wolksvagon,sedan,4,1999,"58,511 SAR",2006,"30,279 SAR",145924,13.44,2WD,standard,Dammam,4,2,Black,company,0
Masda,suv,4,2001,"91,313 SAR",2009,"28,404 SAR",289862,15.71,4WD,standard,Makkah,9,2,Blue,individual,1
Shevy,sedan,6,2001,"85,225 SAR",2007,"34,612 SAR",200101,8.58,4WD,standard,Makkah,11,1,Black,individual,0
Toyoda,suv,4,2002,"130,395 SAR",2008,"67,479 SAR",128132,9.49,2WD,premium,Dammam,13,2,Blue,individual,0
Toyoda,suv,8,1993,"77,935 SAR",1998,"44,041 SAR",57280,9.19,2WD,standard,Jeddah,5,2,White,individual,1
Fourd,suv,4,2001,"127,838 SAR",2004,"72,138 SAR",28598,5.47,4WD,standard,Makkah,6,3,Silver,individual,0
Fourd,sedan,8,2004,"75,368 SAR",2006,"52,137 SAR",74608,5.04,2WD,standard,Dammam,3,1,Black,individual,1
JournalMotors,suv,4,2002,"152,128 SAR",2005,"95,384 SAR",73729,4.36,2WD,premium,Makkah,1,3,Red,individual,0
JournalMotors,crossover,6,2001,"85,225 SAR",2006,"42,101 SAR",99476,5.63,2WD,standard,Dammam,3,2,White,individual,0
Masda,sedan,8,1994,"52,995 SAR",1997,"34,705 SAR",71713,13.44,4WD,standard,Riyadh,11,2,Gray,individual,1
JournalMotors,suv,4,2002,"108,662 SAR",2009,"46,336 SAR",259140,7.49,2WD,standard,Dhahran,5,3,Red,individual,1
JournalMotors,suv,4,2001,"106,532 SAR",2008,"48,072 SAR",138299,6.0,2WD,standard,Dhahran,2,4,White,individual,0
Masda,sedan,4,2000,"49,734 SAR",2007,"24,556 SAR",271819,16.39,2WD,standard,Makkah,9,2,White,company,0
Shevy,sedan,4,2002,"86,930 SAR",2008,"35,304 SAR",253668,8.23,4WD,standard,Riyadh,12,1,White,individual,0
Mercetes,suv,4,2001,"106,532 SAR",2004,"60,116 SAR",60896,4.73,2WD,standard,Jeddah,10,2,Black,individual,0
JournalMotors,suv,4,2005,"115,313 SAR",2013,"29,577 SAR",151806,6.6,2WD,standard,Madinah,7,2,White,individual,0
Fourd,sedan,4,2001,"71,021 SAR",2003,"46,544 SAR",35474,8.87,2WD,standard,Jeddah,8,1,Blue,individual,1
Honta,sedan,8,2009,"71,325 SAR",2010,"53,921 SAR",21242,14.03,4WD,standard,Dammam,7,1,Silver,individual,0
JournalMotors,sedan,4,1998,"93,695 SAR",2004,"40,054 SAR",140165,8.29,2WD,premium,Makkah,5,1,Brown,individual,0
Toyoda,suv,4,2006,"120,980 SAR",2015,"37,470 SAR",331213,8.7,4WD,standard,Dammam,4,3,Blue,individual,1
Huendae,sedan,4,2001,"50,729 SAR",2004,"34,900 SAR",118238,21.23,2WD,standard,Dhahran,0,4,Black,individual,0
Huendae,suv,4,1999,"87,767 SAR",2006,"41,469 SAR",145900,12.57,4WD,standard,Dammam,6,2,White,individual,0
Shevy,sedan,4,2002,"86,930 SAR",2009,"37,162 SAR",78464,9.12,4WD,standard,Makkah,11,3,White,company,0
Geep,sedan,4,2000,"97,480 SAR",2002,"60,690 SAR",81947,9.57,2WD,premium,Riyadh,14,3,Gray,individual,1
Shevy,suv,4,2003,"110,836 SAR",2008,"52,015 SAR",195875,5.56,2WD,standard,Makkah,3,3,White,individual,0
Huendae,sedan,4,1996,"45,947 SAR",2004,"14,328 SAR",157376,20.63,2WD,standard,Jeddah,9,2,Gray,individual,0
JournalMotors,suv,4,2004,"135,663 SAR",2008,"71,856 SAR",45758,8.69,4WD,standard,Dhahran,4,1,Black,company,1
Huendae,sedan,4,2003,"73,890 SAR",2003,"58,374 SAR",728,24.08,2WD,premium,Madinah,2,4,Gray,individual,0
Shevy,suv,4,1994,"92,742 SAR",1997,"52,334 SAR",62396,6.3,2WD,standard,Riyadh,7,2,Silver,individual,0
Masda,sedan,6,2004,"64,601 SAR",2009,"33,173 SAR",197973,18.96,4WD,standard,Madinah,12,2,White,individual,0
JournalMotors,crossover,4,1997,"94,482 SAR",1997,"61,071 SAR",1028,7.87,4WD,standard,Dhahran,5,1,Blue,individual,1
Shevy,suv,4,1993,"90,924 SAR",1998,"40,323 SAR",176763,5.22,2WD,standard,Jeddah,4,1,Blue,individual,1
Masda,suv,4,2003,"79,168 SAR",2010,"37,406 SAR",62678,9.55,2WD,standard,Jeddah,8,3,Silver,company,0
Wolksvagon,sedan,8,2003,"106,402 SAR",2010,"55,063 SAR",56696,6.19,4WD,premium,Madinah,7,2,White,company,0
Wolksvagon,suv,4,1995,"97,300 SAR",2001,"52,870 SAR",59362,8.91,4WD,standard,Jeddah,12,2,Blue,individual,1
Nesshan,sedan,6,1994,"44,163 SAR",2000,"20,867 SAR",123409,14.21,2WD,standard,Jeddah,11,3,White,individual,0
Toyoda,sedan,8,2004,"90,442 SAR",2012,"28,082 SAR",85119,8.76,2WD,premium,Madinah,12,2,Gray,individual,0
Shevy,suv,4,1993,"90,924 SAR",1995,"66,208 SAR",47225,4.88,2WD,standard,Makkah,3,2,White,individual,1
JournalMotors,crossover,4,1992,"99,838 SAR",1997,"42,168 SAR",191544,6.12,2WD,premium,Dammam,12,3,Red,individual,0
Shevy,suv,4,2003,"155,170 SAR",2012,"39,801 SAR",176320,3.62,2WD,premium,Dammam,5,3,Silver,individual,0
Huendae,suv,4,2000,"89,522 SAR",2005,"48,269 SAR",229850,16.8,4WD,standard,Makkah,4,2,Blue,individual,1
Shevy,crossover,4,2007,"95,978 SAR",2008,"62,366 SAR",44873,4.99,2WD,standard,Makkah,6,1,Brown,individual,0
Toyoda,sedan,4,2004,"77,522 SAR",2009,"45,779 SAR",233645,20.07,4WD,standard,Dammam,5,2,Black,individual,1
Huendae,suv,6,1998,"71,705 SAR",2005,"33,880 SAR",139023,9.99,2WD,standard,Riyadh,13,2,Gray,individual,0
Fourd,crossover,4,2003,"106,402 SAR",2009,"48,013 SAR",298672,3.76,4WD,standard,Dammam,2,2,Black,individual,0
Toyoda,sedan,4,2003,"76,001 SAR",2005,"66,673 SAR",91480,15.67,4WD,standard,Jeddah,3,2,White,company,0
Fourd,sedan,6,2005,"76,875 SAR",2013,"18,732 SAR",128968,8.03,2WD,standard,Jeddah,4,4,Silver,company,0
Huendae,suv,4,2001,"76,094 SAR",2008,"34,156 SAR",279138,13.04,2WD,standard,Makkah,14,1,Blue,individual,0
Honta,suv,4,1995,"94,597 SAR",1996,"67,939 SAR",49850,14.76,2WD,premium,Makkah,9,1,Gray,individual,0
Shevy,crossover,4,2003,"88,668 SAR",2007,"46,965 SAR",86465,7.11,2WD,standard,Dhahran,13,2,White,individual,1
Shevy,sedan,4,2006,"94,096 SAR",2015,"26,750 SAR",334612,9.77,4WD,standard,Riyadh,2,2,Black,company,1
Honta,suv,4,2001,"91,313 SAR",2006,"44,871 SAR",46245,12.46,4WD,standard,Jeddah,4,1,Silver,individual,0
Nesshan,suv,4,2004,"80,752 SAR",2008,"47,274 SAR",78566,9.18,2WD,standard,Makkah,5,3,Silver,individual,1
Masda,suv,4,2002,"93,139 SAR",2004,"61,039 SAR",67555,9.78,4WD,standard,Madinah,10,1,White,individual,0
Huendae,suv,8,2002,"77,616 SAR",2009,"36,673 SAR",126642,7.44,2WD,standard,Dhahran,10,3,Silver,company,0
Wolksvagon,sedan,4,1992,"50,937 SAR",2000,"16,606 SAR",165359,9.59,2WD,standard,Madinah,7,2,Gray,individual,1
JournalMotors,sedan,4,2008,"97,897 SAR",2008,"60,265 SAR",944,4.69,4WD,standard,Dhahran,4,2,Gray,individual,0
Fourd,sedan,6,2007,"95,978 SAR",2012,"42,565 SAR",240799,3.39,4WD,standard,Makkah,4,2,Gray,individual,1
Nesshan,suv,4,2007,"85,694 SAR",2011,"45,389 SAR",132156,11.94,2WD,standard,Makkah,5,2,Blue,individual,0
Honta,sedan,4,1995,"45,046 SAR",2003,"14,749 SAR",142727,21.74,2WD,standard,Riyadh,7,2,Silver,company,1
Honta,suv,6,1993,"64,945 SAR",1998,"35,459 SAR",32333,6.98,2WD,standard,Madinah,1,2,Black,individual,0
Toyoda,suv,8,2006,"100,817 SAR",2011,"51,546 SAR",173939,6.69,2WD,standard,Makkah,4,2,White,company,0
Toyoda,crossover,4,2005,"110,701 SAR",2006,"91,660 SAR",13317,12.86,2WD,premium,Makkah,11,2,White,individual,0
JournalMotors,suv,4,2004,"113,052 SAR",2004,"69,594 SAR",1328,5.28,2WD,standard,Madinah,5,1,Blue,individual,0
Masda,sedan,6,2004,"64,601 SAR",2010,"30,523 SAR",120789,8.67,4WD,standard,Jeddah,10,2,Silver,individual,0
JournalMotors,sedan,6,1992,"59,427 SAR",1997,"27,742 SAR",88846,5.0,2WD,standard,Riyadh,4,2,Silver,company,1
Mercetes,sedan,6,2007,"79,981 SAR",2012,"35,559 SAR",104059,7.97,2WD,standard,Makkah,5,2,Gray,individual,0
Toyoda,suv,6,1999,"105,321 SAR",2008,"38,152 SAR",102529,10.34,4WD,standard,Riyadh,2,1,Black,company,1
Toyoda,crossover,8,2005,"79,072 SAR",2010,"49,649 SAR",53088,6.09,2WD,standard,Makkah,0,1,Black,individual,1
JournalMotors,suv,4,1999,"143,353 SAR",2004,"63,734 SAR",71248,6.83,2WD,premium,Riyadh,7,2,White,company,0
JournalMotors,sedan,4,1997,"65,612 SAR",2003,"28,049 SAR",123498,9.51,2WD,standard,Riyadh,11,3,White,individual,0
Nesshan,crossover,4,1999,"70,214 SAR",2004,"40,062 SAR",196563,16.0,4WD,standard,Dammam,3,2,Gray,individual,0
Toyoda,sedan,4,2003,"76,001 SAR",2008,"44,994 SAR",41092,16.99,4WD,standard,Dammam,6,1,Silver,individual,0
Huendae,suv,4,2004,"96,902 SAR",2008,"60,030 SAR",73786,13.46,4WD,standard,Jeddah,2,1,Blue,individual,0
Nesshan,suv,8,1990,"73,440 SAR",1995,"40,098 SAR",111953,7.68,4WD,standard,Makkah,0,1,White,individual,0
JournalMotors,suv,4,2004,"135,663 SAR",2006,"84,674 SAR",40283,5.86,4WD,standard,Dhahran,4,3,Red,individual,0
JournalMotors,crossover,4,2001,"85,225 SAR",2006,"39,785 SAR",38659,8.81,2WD,standard,Madinah,7,2,Gray,individual,1
JournalMotors,suv,4,2001,"106,532 SAR",2003,"69,816 SAR",32838,7.42,2WD,standard,Riyadh,10,2,White,individual,1
JournalMotors,crossover,8,2001,"143,179 SAR",2005,"72,226 SAR",42769,3.96,4WD,premium,Riyadh,4,3,Red,individual,0
Fourd,suv,4,2004,"113,052 SAR",2011,"56,384 SAR",145520,4.48,2WD,standard,Dammam,3,2,Blue,company,1
JournalMotors,sedan,4,1995,"63,065 SAR",1998,"32,117 SAR",103922,9.13,2WD,standard,Jeddah,7,4,White,individual,0
JournalMotors,suv,4,1998,"140,542 SAR",1999,"96,130 SAR",15523,4.81,2WD,premium,Madinah,10,2,White,individual,0
Toyoda,suv,4,2007,"143,967 SAR",2007,"119,204 SAR",1282,8.45,2WD,premium,Jeddah,3,1,Blue,individual,0
Shevy,suv,4,1998,"120,465 SAR",2004,"60,081 SAR",118377,3.93,4WD,standard,Jeddah,2,2,Black,individual,1
